Time	Node	Interface	Type	Packets	Kilobytes	PacketsRaw	KilobytesRaw
4.2	N4	combined	Drop	0	0	0	0
4.2	N5	combined	Drop	0	0	0	0
4.25	N0	combined	Drop	0	0	0	0
4.25	N1	combined	Drop	0	0	0	0
4.25	N2	combined	Drop	0	0	0	0
4.25	N3	combined	Drop	0	0	0	0
4.25	N4	combined	Drop	0	0	0	0
4.25	N5	combined	Drop	0	0	0	0
4.3	N0	combined	Drop	0	0	0	0
4.3	N1	combined	Drop	0	0	0	0
4.3	N2	combined	Drop	0	0	0	0
4.3	N3	combined	Drop	0	0	0	0
4.3	N4	combined	Drop	0	0	0	0
4.3	N5	combined	Drop	0	0	0	0
4.35	N0	combined	Drop	0	0	0	0
4.35	N1	combined	Drop	0	0	0	0
4.35	N2	combined	Drop	0	0	0	0
4.35	N3	combined	Drop	0	0	0	0
4.35	N4	combined	Drop	0	0	0	0
4.35	N5	combined	Drop	0	0	0	0
4.4	N0	combined	Drop	0	0	0	0
4.4	N1	combined	Drop	0	0	0	0
4.4	N2	combined	Drop	0	0	0	0
4.4	N3	combined	Drop	0	0	0	0
4.4	N4	combined	Drop	0	0	0	0
4.4	N5	combined	Drop	0	0	0	0
4.45	N0	combined	Drop	0	0	0	0
4.45	N1	combined	Drop	0	0	0	0
4.45	N2	combined	Drop	0	0	0	0
4.45	N3	combined	Drop	0	0	0	0
4.45	N4	combined	Drop	0	0	0	0
4.45	N5	combined	Drop	0	0	0	0
4.5	N0	combined	Drop	0	0	0	0
4.5	N1	combined	Drop	0	0	0	0
4.5	N2	combined	Drop	0	0	0	0
4.5	N3	combined	Drop	0	0	0	0
4.5	N4	combined	Drop	0	0	0	0
4.5	N5	combined	Drop	0	0	0	0
4.55	N0	combined	Drop	0	0	0	0
4.55	N1	combined	Drop	0	0	0	0
4.55	N2	combined	Drop	0	0	0	0
4.55	N3	combined	Drop	0	0	0	0
4.55	N4	combined	Drop	0	0	0	0
4.55	N5	combined	Drop	0	0	0	0
4.6	N0	combined	Drop	0	0	0	0
4.6	N1	combined	Drop	0	0	0	0
4.6	N2	combined	Drop	0	0	0	0
4.6	N3	combined	Drop	0	0	0	0
4.6	N4	combined	Drop	0	0	0	0
4.6	N5	combined	Drop	0	0	0	0
4.65	N0	combined	Drop	0	0	0	0
4.65	N1	combined	Drop	0	0	0	0
4.65	N2	combined	Drop	0	0	0	0
4.65	N3	combined	Drop	0	0	0	0
4.65	N4	combined	Drop	0	0	0	0
4.65	N5	combined	Drop	0	0	0	0
4.7	N0	combined	Drop	0	0	0	0
4.7	N1	combined	Drop	0	0	0	0
4.7	N2	combined	Drop	0	0	0	0
4.7	N3	combined	Drop	0	0	0	0
4.7	N4	combined	Drop	0	0	0	0
4.7	N5	combined	Drop	0	0	0	0
4.75	N0	combined	Drop	0	0	0	0
4.75	N1	combined	Drop	0	0	0	0
4.75	N2	combined	Drop	0	0	0	0
4.75	N3	combined	Drop	0	0	0	0
4.75	N4	combined	Drop	0	0	0	0
4.75	N5	combined	Drop	0	0	0	0
4.8	N0	combined	Drop	0	0	0	0
4.8	N1	combined	Drop	0	0	0	0
4.8	N2	combined	Drop	0	0	0	0
4.8	N3	combined	Drop	0	0	0	0
4.8	N4	combined	Drop	0	0	0	0
4.8	N5	combined	Drop	0	0	0	0
4.85	N0	combined	Drop	0	0	0	0
4.85	N1	combined	Drop	0	0	0	0
4.85	N2	combined	Drop	0	0	0	0
4.85	N3	combined	Drop	0	0	0	0
4.85	N4	combined	Drop	0	0	0	0
4.85	N5	combined	Drop	0	0	0	0
4.9	N0	combined	Drop	0	0	0	0
4.9	N1	combined	Drop	0	0	0	0
4.9	N2	combined	Drop	0	0	0	0
4.9	N3	combined	Drop	0	0	0	0
4.9	N4	combined	Drop	0	0	0	0
4.9	N5	combined	Drop	0	0	0	0
4.95	N0	combined	Drop	0	0	0	0
4.95	N1	combined	Drop	0	0	0	0
4.95	N2	combined	Drop	0	0	0	0
4.95	N3	combined	Drop	0	0	0	0
4.95	N4	combined	Drop	0	0	0	0
4.95	N5	combined	Drop	0	0	0	0
5	N0	combined	Drop	0	0	0	0
5	N1	combined	Drop	0	0	0	0
5	N2	combined	Drop	0	0	0	0
5	N3	combined	Drop	0	0	0	0
5	N4	combined	Drop	0	0	0	0
5	N5	combined	Drop	0	0	0	0
5.05	N0	combined	Drop	0	0	0	0
5.05	N1	combined	Drop	0	0	0	0
5.05	N2	combined	Drop	0	0	0	0
5.05	N3	combined	Drop	0	0	0	0
5.05	N4	combined	Drop	0	0	0	0
5.05	N5	combined	Drop	0	0	0	0
5.1	N0	combined	Drop	0	0	0	0
5.1	N1	combined	Drop	0	0	0	0
5.1	N2	combined	Drop	0	0	0	0
5.1	N3	combined	Drop	0	0	0	0
5.1	N4	combined	Drop	0	0	0	0
5.1	N5	combined	Drop	0	0	0	0
5.15	N0	combined	Drop	0	0	0	0
5.15	N1	combined	Drop	0	0	0	0
5.15	N2	combined	Drop	0	0	0	0
5.15	N3	combined	Drop	0	0	0	0
5.15	N4	combined	Drop	0	0	0	0
5.15	N5	combined	Drop	0	0	0	0
5.2	N0	combined	Drop	0	0	0	0
5.2	N1	combined	Drop	0	0	0	0
5.2	N2	combined	Drop	0	0	0	0
5.2	N3	combined	Drop	0	0	0	0
5.2	N4	combined	Drop	0	0	0	0
